Farmacia,Titular,Dirección,Municipio,Provincia,Comunidad,Teléfono
Farmacia Saez Chacon Fernando,Saez Chacon Fernando,"Cl Ntra Señora De Socorro 23, 09500",Medina de Pomar,Burgos,CASTILLA LEON,947191905 
Farmacia Saiz Martinez Acitores Teresa,Saiz Martinez Acitores Teresa,"Cl Vitoria-gasteiz 47, 09004",Burgos,Burgos,CASTILLA LEON,947270391 
Farmacia Sanchez Falo Carmen,Sanchez Falo Carmen,"Cl Barcelona, 09007",Burgos,Burgos,CASTILLA LEON,947214715 
Farmacia Sanjurjo Martinez Cristina,Sanjurjo Martinez Cristina,"Rd Ferrocarril 21, 09200",Miranda de Ebro,Burgos,CASTILLA LEON,947332680 
Farmacia Sanlovan Cb,Sanlovan Cb,"Cl Luis Alberdi 15, 09007",Burgos,Burgos,CASTILLA LEON,947471448 
Farmacia Santos Alvarez M Concepcion,Santos Alvarez M Concepcion,"Pz De Las Escuelas 9, 09119",Los Balbases,Burgos,CASTILLA LEON,947165658 
Farmacia Sanz Hernan Amparo,Sanz Hernan Amparo,"Cl San Francisco 31, 09400",Aranda de Duero,Burgos,CASTILLA LEON,947513013 
Farmacia Sendino Revuelta Fernando,Sendino Revuelta Fernando,"Cl Eladio Perlado 33, 09007",Burgos,Burgos,CASTILLA LEON,947470170 
Farmacia Serrano Vega Cb,Serrano Vega Cb,"Cl San Miguel 40, 09195",Arcos,Burgos,CASTILLA LEON,947405076 
Farmacia Sicilia Sanz Maria Jose,Sicilia Sanz Maria Jose,"Av Vitoria-gasteiz 141, 09007",Burgos,Burgos,CASTILLA LEON,947224712  - 947224713
"Farmacia Sicilia Yllera, Jesus","Sicilia Yllera, Jesus","Crta. Poza, 101, 09007",Burgos,Burgos,CASTILLA LEON,947483202 
Farmacia Sualdea Calleja Paola,Sualdea Calleja Paola,"Cl Porvenir 2, 09452",Arauzo de Miel,Burgos,CASTILLA LEON,947388122 
Farmacia Teodoro Moral Y Otro,Teodoro Moral Y Otro,"Cl Calleja Y Zurita  6, 09001",Burgos,Burgos,CASTILLA LEON,947260121 
Farmacia Tomas Garcia Maria Pilar,Tomas Garcia Maria Pilar,"Avd Ferial 11, 09400",Aranda de Duero,Burgos,CASTILLA LEON,947500752 
Farmacia Torrijo Araoz Ramiro,Torrijo Araoz Ramiro,"Cl Aranda De Duero 6, 09002",Burgos,Burgos,CASTILLA LEON,947262777 
"Farmacia Tortajada Martin, Enrique","Tortajada Martin, Enrique","Eladio Bustamante, 18, 09580",Valle de Mena,Burgos,CASTILLA LEON,947141266 
Farmacia Uzquiza Esteban Esther,Uzquiza Esteban Esther,"Cr Miranda, 09210",Valle de Tobalina,Burgos,CASTILLA LEON,947358776 
Farmacia Vega Acebal Maria Antonia,Vega Acebal Maria Antonia,"Cl Real 64, 09280",Pancorbo,Burgos,CASTILLA LEON,947354034 
Farmacia Villanueva Estebanez J Manuel,Villanueva Estebanez J Manuel,"Cl Mayor 60, 09240",Briviesca,Burgos,CASTILLA LEON,947591741 
"Farmacia Villanueva Estebanez, J.","Villanueva Estebanez, J.","Pza. Carlos Ii, 10, 09572",Valle de Valdebezana,Burgos,CASTILLA LEON,947153153 
Farmacia Villanueva Rivera Amadeo,Villanueva Rivera Amadeo,"Cl Mayor 9, 09240",Briviesca,Burgos,CASTILLA LEON,947590019 
"Farmacia Villegas Alvarez, Cristina","Villegas Alvarez, Cristina","Pso. De La Playa, 30, 09570",Arija,Burgos,CASTILLA LEON,942773002 
Farmacia Yarritu Martinez Lucia,Yarritu Martinez Lucia,"Cl Concepcion Arenal 36, 09200",Miranda de Ebro,Burgos,CASTILLA LEON,947310376 
Farmacia Zubiaga Ortiz Ines,Zubiaga Ortiz Ines,"Pz Santa Casilda 1, 09240",Briviesca,Burgos,CASTILLA LEON,947591544 
"Franco Torres, Carmen","Franco Torres, Carmen","Pza. Cid, 3, 9100",Melgar de Fernamental,Burgos,CASTILLA Y LEON,947372271 
"Garcia Vivanco, Maria","Garcia Vivanco, Maria","General, S/n, 9510",Valle de Losa,Burgos,CASTILLA Y LEON,947194162 
"Gato Vizan, Angel Javier","Gato Vizan, Angel Javier","Pza. Mayor,  2, 9135",Sotresgudo,Burgos,CASTILLA Y LEON,947360407 
"Gutierrez Castro, Oliva","Gutierrez Castro, Oliva","Vena, 6, 9005",Burgos,Burgos,CASTILLA Y LEON,947214510 
Hernandez Frances -jose Ignacio,Hernandez Frances -jose Ignacio,"C/ San Isidro,  S/n, 9614",Barbadillo del Pez,Burgos,CASTILLA Y LEON,947385066 
Iba\ez Simon -teresa,Ibañez Simon -teresa,"C/ Barriada Inmaculada,  H-1, 9007",Burgos,Burgos,CASTILLA Y LEON,947480395 
Jose Luis Sanz Cid,Jose Luis Sanz Cid,"Pza. Mayor, S/n, 9300",Roa,Burgos,CASTILLA Y LEON,947540808 
Labrador Morato -teresa,Labrador Morato -teresa,"C/ Andres Martinez Zatorre, 1, 9002",Burgos,Burgos,CASTILLA Y LEON,947265681 
"Lazaro Palomino, Miguel","Lazaro Palomino, Miguel","Pza. Mayor, 11, 9400",Aranda de Duero,Burgos,CASTILLA Y LEON,947500269 
"Lopez Garcia, Consuelo","Lopez Garcia, Consuelo","Luis Alberdi, 15, 9007",Burgos,Burgos,CASTILLA Y LEON,947471448 
"Marcos Torre, Carmen","Marcos Torre, Carmen","C/ San Pablo, 17, 9002",Burgos,Burgos,CASTILLA Y LEON,947261325 
Mari Paz Bellido,Mari Paz Bellido,"C/ Humilladero, 6, 9123",Sasamón,Burgos,CASTILLA Y LEON,947370071 
"Martinez Bravo, Luis","Martinez Bravo, Luis","C/ Antonio Sanchez, 8, 9342",Santa María del Campo,Burgos,CASTILLA Y LEON,947174266 
"Martinez De La Mata, Concepcion","Martinez De La Mata, Concepcion","Pza. Mayor, 12, 9120",Villadiego,Burgos,CASTILLA Y LEON,947360376 
"Martinez De Simon, C.b.","Martinez De Simon, C.b.","C/ Regino Sainz De La Maza, 12, 9004",Burgos,Burgos,CASTILLA Y LEON,947276843 
"Martinez Gomez, Ma Eugenia","Martinez Gomez, Ma Eugenia","Las Escuelas, 4, 9343",Villahoz,Burgos,CASTILLA Y LEON,947186219 
"Martinez Gopmez, Ma Eugenia","Martinez Gopmez, Ma Eugenia","Generalisimo, 32, 9341",Tordómar,Burgos,CASTILLA Y LEON,947186038 
"Martinez Iriarte, Ignacio","Martinez Iriarte, Ignacio","C/ Burgos, 70, 9142",Valle de Sedano,Burgos,CASTILLA Y LEON,947150077 
Militar - Ejercito Del Aire,Militar - Ejercito Del Aire,"Pso. Fuentecillas,  S/n, 9001",Burgos,Burgos,CASTILLA Y LEON,947279137 
Paredes Astarloa -pilar,Paredes Astarloa -pilar,"Pza. Jose Antonio  S/n, 9569",Merindad de Montija,Burgos,CASTILLA Y LEON,947140100 
"Peraita Garcia, Dolores","Peraita Garcia, Dolores","Pza. San Bruno, 12, 9007",Burgos,Burgos,CASTILLA Y LEON,947222577 
"Rica Ayuso, S.c.","Rica Ayuso, S.c.","Avd. Reyes Catolicos, 10, 9004",Burgos,Burgos,CASTILLA Y LEON,947274820 
"Rodriguez Simon, Claudia","Rodriguez Simon, Claudia","Avd.cantabria, 61, 9006",Burgos,Burgos,CASTILLA Y LEON,947220627 
Ruiz De Lobera Eguiguren,Ruiz De Lobera Eguiguren,"C/ La Vega, 13, 9574",Merindad de Valdeporres,Burgos,CASTILLA Y LEON,947138150 
"Ruiz Saiz, Ascebcuin","Ruiz Saiz, Ascebcuin","C/ Dionisio Camarero, 28, 9462",Moradillo de Roa,Burgos,CASTILLA Y LEON,947530780 
"Sicilia Yllera, Jesus","Sicilia Yllera, Jesus","Crta. Poza, 101, 9007",Burgos,Burgos,CASTILLA Y LEON,947483202 
"Tortajada Martin, Enrique","Tortajada Martin, Enrique","Eladio Bustamante, 18, 9580",Valle de Mena,Burgos,CASTILLA Y LEON,947141266 
"Villanueva Estebanez, J.","Villanueva Estebanez, J.","Pza. Carlos Ii, 10, 9572",Valle de Valdebezana,Burgos,CASTILLA Y LEON,947153153 
"Villegas Alvarez, Cristina","Villegas Alvarez, Cristina","Pso. De La Playa, 30, 9570",Arija,Burgos,CASTILLA Y LEON,942773002 
"Acedo Emmerich, M.teresa","Acedo Emmerich, M.teresa","Pso. San Gregorio, 20, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926412259 
"Adamez Villase\or, Teresa","Adamez Villaseñor, Teresa","C/ Marquesa De La Guardia, 4, 13191",Los Pozuelos de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926832023 
"Aguado Franco, Ma Jose","Aguado Franco, Ma Jose","Valeriano Garcia, 10, 13195",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926219831 
Agudo Mata -esther,Agudo Mata -esther,"El Sol, 13, 13200",Manzanares,Ciudad Real,CASTILLA LA MANCHA,926613612 
Agudo Mata -ma Pilar,Agudo Mata -ma Pilar,"C/ General Aguilera,  S/n, 13710",Argamasilla de Alba,Ciudad Real,CASTILLA LA MANCHA,926521249 
Alarcon Baquero - Antonio,Alarcon Baquero - Antonio,"C/ San Roque,  15, 13230",Membrilla,Ciudad Real,CASTILLA LA MANCHA,926637734 
"Alcaide Ala\on, Ma Luisa","Alcaide Alañon, Ma Luisa","Adelfa, 15, 13005",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926216279 
"Alvaro Gomez, Ma Luisa","Alvaro Gomez, Ma Luisa","Pz. Constitucion, 2, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425051 
"Antequera Recio, Joaquin","Antequera Recio, Joaquin","Pza. Canalejas, 4, 13240",La Solana,Ciudad Real,CASTILLA LA MANCHA,926631084 
"Antequera Recio, Juan","Antequera Recio, Juan","Monjas, 6, 13240",La Solana,Ciudad Real,CASTILLA LA MANCHA,926631552 
"Arango Sevilla, Yolanda","Arango Sevilla, Yolanda","Reina Cristina, 71, 13610",Campo de Criptana,Ciudad Real,CASTILLA LA MANCHA,926562331 
"Arevalo Ballesteros, Fatima","Arevalo Ballesteros, Fatima","C/ Empedrada, 28, 13200",Manzanares,Ciudad Real,CASTILLA LA MANCHA,926610084 
Arevalo Romero Antonio,Arevalo Romero Antonio,"Fco Fernandez Ordoñez 4, 13170",Miguelturra,Ciudad Real,CASTILLA LA MANCHA,926272173 
"Arreaza Maldonado, Angela","Arreaza Maldonado, Angela","C/ Conde Valmaseda, 6, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425645 
"Arriaga Gonzalez, Amanda","Arriaga Gonzalez, Amanda","Ciruela, 23, 13001",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926220540 
"Arroyo Perez-serrano, Ma","Arroyo Perez-serrano, Ma","C/ Tomelloso, 35, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425977 
"Arroyo Salcedo, Carmen","Arroyo Salcedo, Carmen","C/ Almedina, 7, 13326",Montiel,Ciudad Real,CASTILLA LA MANCHA,926353134 
"Arroyo Vega, Asuncion","Arroyo Vega, Asuncion","Calle De Enmedio, 6, 13120",Porzuna,Ciudad Real,CASTILLA LA MANCHA,926780019 
"Arturo Mata, C.b.","Arturo Mata, C.b.","Avd. La Mancha, 1, 13001",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926274384 
"Asensio Delso, Felicidad","Asensio Delso, Felicidad","C/ Ma Auxiliadora, 2, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425676 
"Barba Escudero, Isabel","Barba Escudero, Isabel","Pza. Constitucion, 4, 13630",Socuéllamos,Ciudad Real,CASTILLA LA MANCHA,926530313 
"Beneytez Brazal, C.b.","Beneytez Brazal, C.b.","C/ San Marcos, 19, 13200",Manzanares,Ciudad Real,CASTILLA LA MANCHA,926613587 
Ca\adas Polo -pedro,Cañadas Polo -pedro,"Avd. Emigrantes, 45, 13342",Puebla del Príncipe,Ciudad Real,CASTILLA LA MANCHA,926359111 
"Ca\as Carretero, Fdo.","Cañas Carretero, Fdo.","C/ Alfonso Xii, 2, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926510410 
"Cachero Sanchez, Antonia","Cachero Sanchez, Antonia","C/ Pascual Crespo, 7, 13140",Fernán Caballero,Ciudad Real,CASTILLA LA MANCHA,926809260 
"Calatayud Saez, Nieves","Calatayud Saez, Nieves","C/ Calatrava, 18, 13004",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926223626 
"Calcerrada Mu\oz, Enrique","Calcerrada Muñoz, Enrique","Serafin Romeu, 30, 13670",Villarrubia de los Ojos,Ciudad Real,CASTILLA LA MANCHA,926897143 
Calvo Sanchez -eusebio L,Calvo Sanchez -eusebio L,"Pza. Constitucion, 7, 13412",Chillón,Ciudad Real,CASTILLA LA MANCHA,926711309 
"Camacho Corredera, Jose Ma","Camacho Corredera, Jose Ma","Real, 7, 13192",Cabezarados,Ciudad Real,CASTILLA LA MANCHA,926835572 
"Camacho Diez-madro\o,juan Eusebio","Camacho Diez-madroño,juan Eusebio","Rosario, 13, 13480",Almadenejos,Ciudad Real,CASTILLA LA MANCHA,926740050 
"Camacho Gomez, Ceferina","Camacho Gomez, Ceferina","Carmen, 4, 13360",Granátula de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926868032 
"Campo Diaz, Jose Maria","Campo Diaz, Jose Maria","Real, 55, 13740",Torrenueva,Ciudad Real,CASTILLA LA MANCHA,926344701 
"Campo Linares, Miguel","Campo Linares, Miguel","Primero De Mayo, 3, 13593",Solana del Pino,Ciudad Real,CASTILLA LA MANCHA,926485055 
Caro Sanchez -ma Del Pilar,Caro Sanchez -ma Del Pilar,"C/ Socuellamos, 118, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926514724 
Carranza Guzon - Rosa Ma,Carranza Guzon - Rosa Ma,"Pso. San Gregorio, 51, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926412828 
"Carreton, C.b.","Carreton, C.b.","C/ Juan De Zuñiga, 68, 13710",Argamasilla de Alba,Ciudad Real,CASTILLA LA MANCHA,926521051 
"Carrizosa Gomez-lobo, Vicente","Carrizosa Gomez-lobo, Vicente","C/ Los Angeles, 2, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926540645 
Carvajal Parrondo -alfredo,Carvajal Parrondo -alfredo,"C/ Don Rodrigo, 50, 13240",La Solana,Ciudad Real,CASTILLA LA MANCHA,926633813 
"Castellanos Pe\uela, Mercedes","Castellanos Peñuela, Mercedes","Pza. Palacio, 5-6, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926540406 
Castillo Serrano -carmen,Castillo Serrano -carmen,"C. Doña Antonia Cortes, 36, 13240",La Solana,Ciudad Real,CASTILLA LA MANCHA,926633454 
Chacon Bautista -valentin,Chacon Bautista -valentin,"C/ Real, 66 Bis, 13170",Miguelturra,Ciudad Real,CASTILLA LA MANCHA,926240096 
"Chaparro Moya, Juana Ant","Chaparro Moya, Juana Ant","Pza. Caudillo, 1, 13329",Carrizosa,Ciudad Real,CASTILLA LA MANCHA,926368077 
"Ciudad Gonzalez, Maria Luisa","Ciudad Gonzalez, Maria Luisa","Generalisimo, 79, 13370",Aldea del Rey,Ciudad Real,CASTILLA LA MANCHA,926875363 
Cobo Castro -francisca,Cobo Castro -francisca,"C/ Cervantes, 28, 13210",Villarta de San Juan,Ciudad Real,CASTILLA LA MANCHA,926640258 
"Cobreros Rodriguez, Nelida","Cobreros Rodriguez, Nelida","Jose Antonio, 2, 13379",Villanueva de San Carlos,Ciudad Real,CASTILLA LA MANCHA,926879052 
Colmenero Checa Consuelo,Colmenero Checa Consuelo,"San Sebastian 28, 13730",Santa Cruz de Mudela,Ciudad Real,CASTILLA LA MANCHA,926331347 
"Contreras Jimenez, Antonio","Contreras Jimenez, Antonio","C/ Goya, 13, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425836 
"Cortes Toledano, Ignacio","Cortes Toledano, Ignacio","C/ Gran Capitan, 25, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926424743 
"Cozar Maroto, Joaquin De","Cozar Maroto, Joaquin De","C/ Doctor Patricio Fernandez, 79, 13760",Almuradiel,Ciudad Real,CASTILLA LA MANCHA,926339085 
Creis Marquez -julian,Creis Marquez -julian,"C/ Libertad, 1, 13004",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926270047 
Cristina Cid Gonzalez,Cristina Cid Gonzalez,"C/ Fontecha, 15, 13250",Daimiel,Ciudad Real,CASTILLA LA MANCHA,926850555 
"Cruz Martin-pozuelo, I&b","Cruz Martin-pozuelo, I&b","C/ Martires, 2, 13250",Daimiel,Ciudad Real,CASTILLA LA MANCHA,926850108 
"Cueva Serrano, Ma Carmen","Cueva Serrano, Ma Carmen","Pza. De España, 3, 13710",Argamasilla de Alba,Ciudad Real,CASTILLA LA MANCHA,926521281 
"De Carneros Caminero, Rf","De Carneros Caminero, Rf","C/ Mayor, 32, 13328",Almedina,Ciudad Real,CASTILLA LA MANCHA,926356467 
"De La Cruz Morales, Jose","De La Cruz Morales, Jose","C/ Francisco Ga Pavon, 2, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926501175 
De La Fuente Pizarra -miguel Jose,De La Fuente Pizarra -miguel Jose,"Av. Juan Carlos I, 8, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926506601 
"De La Torre Liebana, Ma Jesus","De La Torre Liebana, Ma Jesus","C/ Tercia, 44, 13420",Malagón,Ciudad Real,CASTILLA LA MANCHA,926800056 
De Orte Abad -jose Ramon,De Orte Abad -jose Ramon,"C/ Jose Maria Aparicio,  S/n, 13249",Ruidera,Ciudad Real,CASTILLA LA MANCHA,926528004 
"Delgado Funez, Herederos","Delgado Funez, Herederos","C/ Zurbano, 12, 13410",Agudo,Ciudad Real,CASTILLA LA MANCHA,926730082 
"Dominguez Martinez, B","Dominguez Martinez, B","C/ Real, 2, 13196",Picón,Ciudad Real,CASTILLA LA MANCHA,926820061 
"Duque Casta\eda, Consolacion","Duque Castañeda, Consolacion","C/ Bautista Duque, 12, 13591",Cabezarrubias del Puerto,Ciudad Real,CASTILLA LA MANCHA,926476082 
"Duran Moreno, Victoriano","Duran Moreno, Victoriano","C/ Monescillo, 2, 13610",Campo de Criptana,Ciudad Real,CASTILLA LA MANCHA,926561213 
"Echalecu Palacios, Inmaculada","Echalecu Palacios, Inmaculada","C. Dulcinea, 1, 13350",Moral de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926319669 
"Elisa Y Manuel Salcedo, C.b.","Elisa Y Manuel Salcedo, C.b.","C/ Fundadores Cooperativa, 65, 13420",Malagón,Ciudad Real,CASTILLA LA MANCHA,926800011 
Elvira Rivera Coll,Elvira Rivera Coll,"Avda. Juan Carlos I, 3, 13427",Los Cortijos,Ciudad Real,CASTILLA LA MANCHA,926808065 
"Espuny Moyano, Agustin","Espuny Moyano, Agustin","C/ Daimiel, 6, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926420754 
Esteban Ruiz-morote -mercedes,Esteban Ruiz-morote -mercedes,"C/ Estacion Via Crucis, 19, 13003",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926223244 
Farmacia de la Rubia,Jesús de la Rubia Garcia,"Calle Buensuceso, 54, 13300",Valdepeñas,Ciudad Real,Castilla La Mancha,926323838 
"Fcia.aguilar, C.b.","Fcia.aguilar, C.b.","Pza. San Benito, 6, 13580",Almodóvar del Campo,Ciudad Real,CASTILLA LA MANCHA,926483041 
"Fcia.alvarez-bermejo, C.b.","Fcia.alvarez-bermejo, C.b.","Real, 1, 13100",Piedrabuena,Ciudad Real,CASTILLA LA MANCHA,926760360 
"Fcia.burgos Bravo, C.b","Fcia.burgos Bravo, C.b","C/ Calatrava, 40, 13003",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926221909 
"Fcia.fisac-cubillo, C.b.","Fcia.fisac-cubillo, C.b.","C/ Virgen De Las Cruces, 13, 13250",Daimiel,Ciudad Real,CASTILLA LA MANCHA,926850053 
Fcia.gallego Paredes C.b.,Fcia.gallego Paredes C.b.,"Capitan Casado, 3, 13730",Santa Cruz de Mudela,Ciudad Real,CASTILLA LA MANCHA,926343180 
"Fcia.garcia Reillo-gcia.puebla, C.b","Fcia.garcia Reillo-gcia.puebla, C.b","General Pizarro, 5, 13610",Campo de Criptana,Ciudad Real,CASTILLA LA MANCHA,926560086 
"Fcia.huertas,c.b.","Fcia.huertas,c.b.","C/ San Jose, 1, 13160",Torralba de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926811005 
"Fcia.jorreto, C.b.","Fcia.jorreto, C.b.","Pza. Mayor, 13, 13270",Almagro,Ciudad Real,CASTILLA LA MANCHA,926860315 
Fcia.rivera C.b.,Fcia.rivera C.b.,"C/ Toledo, 17, 13200",Manzanares,Ciudad Real,CASTILLA LA MANCHA,926610381 
Fernandez Bravo-garcia -inmaculada,Fernandez Bravo-garcia -inmaculada,"Constitucion, 31, 13191",Caracuel de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926830185 
Fernandez Garcia - Ana,Fernandez Garcia - Ana,"Arenal, 3, 13414",Saceruela,Ciudad Real,CASTILLA LA MANCHA,926779051 
"Fernandez Martin De La Torre,jose R","Fernandez Martin De La Torre,jose R","Avd. Pio Xii, 16, 13002",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926212076 
Fernandez Mazarambroz Gomez,Fernandez Mazarambroz Gomez,"C/ Colon, 19, 13640",Herencia,Ciudad Real,CASTILLA LA MANCHA,926571054 
"Fernandez Moya, Fco. Jav","Fernandez Moya, Fco. Jav","Plaza España, 9, 13332",Villahermosa,Ciudad Real,CASTILLA LA MANCHA,926375112 
Fernandez Ruano -ana,Fernandez Ruano -ana,"C/ Carrera, 60, 13240",La Solana,Ciudad Real,CASTILLA LA MANCHA,926631078 
"Fernandez Suarez, Miguel","Fernandez Suarez, Miguel","C/ Feria, 2, 13240",La Solana,Ciudad Real,CASTILLA LA MANCHA,926631072 
Fernando Marto,Fernando Marto,"Avd. Jose Antonio, 6, 13590",Cabezarrubias del Puerto,Ciudad Real,CASTILLA LA MANCHA,926476013 
Fisac C.b.,Fisac C.b.,"C/ Aduana, 11, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926424914 
"Frias Rivera, Leopoldo","Frias Rivera, Leopoldo","C/ Jeronimo Frias, 42, 13343",Villamanrique,Ciudad Real,CASTILLA LA MANCHA,926354006 
"Fuente Ca\izares, Paula De La","Fuente Cañizares, Paula De La","C/ Santa Ma Egipciaca, 7, 13108",Luciana,Ciudad Real,CASTILLA LA MANCHA,926769057 
"Gadea Rodrigo, Amparo","Gadea Rodrigo, Amparo","C/ Pio Iii, 19, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926551133 
"Gainza Urrutia, Bego\a","Gainza Urrutia, Begoña","C/ Generalisimo, 102, 13630",Socuéllamos,Ciudad Real,CASTILLA LA MANCHA,926531811 
Gajate Sanchez -esther,Gajate Sanchez -esther,"Avd. Jose Perez Bustamante, 5, 13117",Anchuras,Ciudad Real,CASTILLA LA MANCHA,926773147 
Galan Martin -antonio Jesus,Galan Martin -antonio Jesus,"C/ Victoria, 21, 13427",Los Cortijos,Ciudad Real,CASTILLA LA MANCHA,926808098 
"Galdon Martinez, Pedro","Galdon Martinez, Pedro","C/ Ntra. Sra. Mercedes, 2 Bajo, 13350",Moral de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926330009 
Galiani Leal -rosa Maria,Galiani Leal -rosa Maria,"Crta. Solana, 15, 13200",Manzanares,Ciudad Real,CASTILLA LA MANCHA,926614819 
"Galiano Fernandez,leticia","Galiano Fernandez,leticia","Pza. San Gregorio,  S/n, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926441895 
"Garcia & Garcia, C.b.","Garcia & Garcia, C.b.","C/ Jesus Plaza, 6, 13107",Alcolea de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926772044 
"Garcia Castilla, Paloma","Garcia Castilla, Paloma","Ramon Y Cajal, 11, 13120",Porzuna,Ciudad Real,CASTILLA LA MANCHA,926780305 
Garcia Escribano Rdguez.,Garcia Escribano Rdguez.,"Avd. De Quero, 2, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926540525 
"Garcia Gonzalez, M.inmaculada","Garcia Gonzalez, M.inmaculada","C/ San Francisco, 4, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926540734 
Garcia Lison Martin Pilar,Garcia Lison Martin Pilar,"Maria Cristina 6, 13001",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926223525 
"Garcia Lozano Garzas, Fe","Garcia Lozano Garzas, Fe","Carretera De Almodovar, 17, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926428071 
"Garcia Pico, Rosa Maria","Garcia Pico, Rosa Maria","C/ Real, 75, 13770",Viso del Marqués,Ciudad Real,CASTILLA LA MANCHA,926336607 
"Garcia-morato Soto, J.a.","Garcia-morato Soto, J.a.","C/ Lope De Vega, 20 Bajo, 13640",Herencia,Ciudad Real,CASTILLA LA MANCHA,926573397 
"Gomez Alarcon, Gonzalo","Gomez Alarcon, Gonzalo","Pso. Cervantes, 15, 13630",Socuéllamos,Ciudad Real,CASTILLA LA MANCHA,926530298 
"Gomez Balcazar, Prado","Gomez Balcazar, Prado","Ramon Y Cajal, 48, 13580",Almodóvar del Campo,Ciudad Real,CASTILLA LA MANCHA,926464094 
"Gomez Bello, Miguel","Gomez Bello, Miguel","Pza. De Alcudia, 1, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926420823 
"Gomez Duran, Nuria","Gomez Duran, Nuria","Avd. Constitucion,  S/n, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926540240 
"Gomez Machado, Manuel","Gomez Machado, Manuel","Pza Major, 1, 13720",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926526053 
"Gomez Tierno, Mariano","Gomez Tierno, Mariano","Avd. La Fuente, 17, 13110",Horcajo de los Montes,Ciudad Real,CASTILLA LA MANCHA,926775003 
Gonzalez Aranda -antonio,Gonzalez Aranda -antonio,"C/ Morerias, 13, 13002",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926215914 
"Gonzalez Calero, Rafael","Gonzalez Calero, Rafael","Constitucion, 68, 13740",Torrenueva,Ciudad Real,CASTILLA LA MANCHA,926332209 
"Gonzalez De La Cruz, Cristina","Gonzalez De La Cruz, Cristina","Avd. Antonio Huertas, 129, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926510013 
Gonzalez Huete -ma Angustias,Gonzalez Huete -ma Angustias,"C. Encomienda, 15, 13240",La Solana,Ciudad Real,CASTILLA LA MANCHA,926631090 
Gonzalez Martin-palomino -lourdes,Gonzalez Martin-palomino -lourdes,"C/ Pedrera Baja, 15, 13003",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926222017 
"Gonzalez Perea, Mercedes","Gonzalez Perea, Mercedes","C/ Lanza, 6, 13002",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926221340 
"Gonzalez Rodriguez, Maria","Gonzalez Rodriguez, Maria","C/ Cuadro, 1, 13100",Piedrabuena,Ciudad Real,CASTILLA LA MANCHA,926760005 
Gordo Gavilanes -jesus,Gordo Gavilanes -jesus,"C. Cristo Del Valle, 3, 13230",Membrilla,Ciudad Real,CASTILLA LA MANCHA,926636946 
"Grajera Pando, Maria","Grajera Pando, Maria","C. Ancha, 1, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926411722 
